Date,Origin,Destination,Airline,Price
2025-05-30,ICN,LAX,에어프레미아,1117400
2025-05-30,ICN,LAX,대한항공델타항공,1203900
2025-05-30,ICN,LAX,아시아나항공,1288000
2025-05-31,ICN,LAX,에어프레미아,1087400
2025-05-31,ICN,LAX,아시아나항공,1113700
2025-05-31,ICN,LAX,아시아나항공,1113700
2025-06-01,ICN,LAX,에어프레미아,1297400
2025-06-01,ICN,LAX,아시아나항공,1363000
2025-06-01,ICN,LAX,아시아나항공,1363000
2025-06-02,ICN,LAX,에어프레미아,1252400
2025-06-02,ICN,LAX,아시아나항공,1288000
2025-06-02,ICN,LAX,에어프레미아,1297400
2025-06-02,ICN,LAX,아시아나항공,1449500
2025-06-02,ICN,LAX,대한항공델타항공,1654400
2025-06-03,ICN,LAX,에어캐나다유나이티드항공,1240900
2025-06-03,ICN,LAX,에어프레미아,1275143
2025-06-03,ICN,LAX,아시아나항공,1288000
2025-06-03,ICN,LAX,아시아나항공,1288000
2025-06-03,ICN,LAX,대한항공델타항공,1539000
2025-06-04,ICN,LAX,아시아나항공,1221200
2025-06-04,ICN,LAX,에어프레미아,1242737
2025-06-04,ICN,LAX,대한항공델타항공,1530800
2025-06-05,ICN,LAX,자가 환승 웨스트젯,1343186
2025-06-05,ICN,LAX,에어프레미아,1372400
2025-06-05,ICN,LAX,아시아나항공,1638000
2025-06-05,ICN,LAX,대한항공델타항공,1740800
2025-06-06,ICN,LAX,에어프레미아,1297400
2025-06-06,ICN,LAX,에어프레미아,1447400
2025-06-06,ICN,LAX,아시아나항공,1713000
2025-06-06,ICN,LAX,대한항공델타항공,1740800
2025-06-07,ICN,LAX,에어프레미아,1447400
2025-06-07,ICN,LAX,대한항공델타항공,1815800
2025-06-07,ICN,LAX,아시아나항공,1938000
2025-06-08,ICN,LAX,에어캐나다,1175400
2025-06-08,ICN,LAX,에어프레미아,1447400
2025-06-08,ICN,LAX,대한항공델타항공,1815800
2025-06-09,ICN,LAX,에어프레미아,1372400
2025-06-09,ICN,LAX,에어프레미아,1447400
2025-06-09,ICN,LAX,아시아나항공,1788000
2025-06-09,ICN,LAX,대한항공델타항공,1864400
2025-06-10,ICN,LAX,에어프레미아,1665626
2025-06-10,ICN,LAX,대한항공델타항공,1815800
2025-06-10,ICN,LAX,아시아나항공,2013000
2025-06-11,ICN,LAX,에어프레미아,1497400
2025-06-11,ICN,LAX,대한항공델타항공,1590800
2025-06-11,ICN,LAX,대한항공델타항공,1590800
2025-06-12,ICN,LAX,에어프레미아,1447400
2025-06-12,ICN,LAX,대한항공델타항공,1740800
2025-06-12,ICN,LAX,아시아나항공,1788000
2025-06-13,ICN,LAX,에어프레미아,1372400
2025-06-13,ICN,LAX,에어프레미아,1522400
2025-06-13,ICN,LAX,대한항공델타항공,1590800
2025-06-13,ICN,LAX,대한항공델타항공,1590800
2025-06-13,ICN,LAX,아시아나항공,1713000
2025-06-14,ICN,LAX,에어프레미아,1237400
2025-06-14,ICN,LAX,"대한항공, 델타항공",1599000
2025-06-14,ICN,LAX,대한항공델타항공,1715800
2025-06-14,ICN,LAX,아시아나항공,1938000
2025-06-15,ICN,LAX,에어프레미아,1387400
2025-06-15,ICN,LAX,아시아나항공,1938000
2025-06-15,ICN,LAX,대한항공델타항공,2090800
2025-06-16,ICN,LAX,에어프레미아,1237400
2025-06-16,ICN,LAX,에어프레미아,1312400
2025-06-16,ICN,LAX,아시아나항공,1788000
2025-06-16,ICN,LAX,대한항공델타항공,1864400
2025-06-17,ICN,LAX,에어프레미아,1312400
2025-06-17,ICN,LAX,에바항공,1530000
2025-06-17,ICN,LAX,대한항공델타항공,1590800
2025-06-17,ICN,LAX,아시아나항공,1788000
2025-06-18,ICN,LAX,에어프레미아,1237400
2025-06-18,ICN,LAX,에어프레미아,1312400
2025-06-18,ICN,LAX,대한항공델타항공,1365800
2025-06-18,ICN,LAX,대한항공델타항공,1365800
2025-06-18,ICN,LAX,아시아나항공,1638000
2025-06-19,ICN,LAX,에어프레미아,1237400
2025-06-19,ICN,LAX,대한항공델타항공,1365800
2025-06-19,ICN,LAX,아시아나항공,1638000
2025-06-20,ICN,LAX,에어프레미아,1312400
2025-06-20,ICN,LAX,아시아나항공,1638000
2025-06-20,ICN,LAX,대한항공델타항공,1640800
2025-06-21,ICN,LAX,에어프레미아,1447400
2025-06-21,ICN,LAX,대한항공델타항공,1715800
2025-06-21,ICN,LAX,아시아나항공,1788000
2025-06-22,ICN,LAX,에어프레미아,1447400
